,Compound Name,Physical Parameter,Dimensions,Temporal Shape,Spatial Shape,Cell Methods,Cell Measures,Dimensions (from Spatial Shape),Dimensions (from Temporal Shape),CMIP7_branded_variable_name
1638,Omon.swhwindsea,swhwindsea,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,swhwindsea_ti-z0m-hxy-sea
1639,Omon.talk,talk,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,talk_ti-l-hxy-sea
1640,Omon.tauuo,tauuo,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,::OPT,"longitude,latitude",time,tauuo_ti-u-hxy-sea
1641,Omon.tauvo,tauvo,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,::OPT,"longitude,latitude",time,tauvo_ti-u-hxy-sea
1642,Omon.thetao,thetao,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,thetao_ti-l-hxy-sea
1643,Omon.thetaoga,thetaoga,"olevel, time",time-intv,Global mean ocean profile,area: mean where sea time: mean,,olevel,time,thetaoga_ti-l-hm-sea
1644,Omon.thkcello,thkcello,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,thkcello_ti-l-hxy-sea
1645,Omon.thkcelluo,thkcelluo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,thkcelluo_ti-l-hxy-sea
1646,Omon.thkcellvo,thkcellvo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,thkcellvo_ti-l-hxy-sea
1647,Omon.tob,tob,"longitude, latitude, depthseafloor, time",time-intv,Global field at sea floor,area: mean where sea time: mean,area: areacello,"longitude,latitude,depthseafloor",time,tob_ti-u-hxy-sea
1648,Omon.tos,tos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,tos_ti-u-hxy-sea
1649,Omon.tosga,tosga,time,time-intv,Global mean or constant,area: mean where sea time: mean,,,time,tosga_ti-u-hm-sea
1650,Omon.tossq,tossq,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,tossq_ti-u-hxy-sea
1651,Omon.umo,umo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,umo_ti-l-hxy-sea
1652,Omon.uo,uo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,uo_ti-l-hxy-sea
1653,Omon.vmo,vmo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,vmo_ti-l-hxy-sea
1654,Omon.vo,vo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,vo_ti-l-hxy-sea
1655,Omon.volcello,volcello,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: sum where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,volcello_ti-l-hxy-sea
1656,Omon.volo,volo,time,time-intv,Global mean or constant,area: sum where sea time: mean,,,time,volo_ti-u-hm-sea
1657,Omon.vsf,vsf,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsf_ti-u-hxy-sea
1658,Omon.vsfcorr,vsfcorr,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsfcorr_ti-u-hxy-sea
1659,Omon.vsfevap,vsfevap,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsfevap_ti-u-hxy-sea
1660,Omon.vsfpr,vsfpr,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsfpr_ti-u-hxy-sea
1661,Omon.vsfriver,vsfriver,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsfriver_ti-u-hxy-sea
1662,Omon.vsfsit,vsfsit,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,vsfsit_ti-u-hxy-sea
1663,Omon.wdir,wdir,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wdir_ti-z0m-hxy-sea
1664,Omon.wdirswell,wdirswell,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wdirswell_ti-z0m-hxy-sea
1665,Omon.wdirwindsea,wdirwindsea,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wdirwindsea_ti-z0m-hxy-sea
1666,Omon.wfcorr,wfcorr,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wfcorr_ti-u-hxy-sea
1667,Omon.wfo,wfo,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wfo_ti-u-hxy-sea
1668,Omon.wmo,wmo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: sum where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,wmo_ti-l-hxy-sea
1669,Omon.wo,wo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,wo_ti-l-hxy-sea
1670,Omon.wpdir,wpdir,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wpdir_ti-z0m-hxy-sea
1671,Omon.wpdirswell,wpdirswell,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wpdirswell_ti-z0m-hxy-sea
1672,Omon.wpdirwindsea,wpdirwindsea,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wpdirwindsea_ti-z0m-hxy-sea
1673,Omon.wpp,wpp,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wpp_ti-z0m-hxy-sea
1674,Omon.wppswell,wppswell,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wppswell_ti-z0m-hxy-sea
1675,Omon.wppwindsea,wppwindsea,"longitude, latitude, time, depth0m",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,wppwindsea_ti-z0m-hxy-sea
1676,Omon.zmeso,zmeso,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,zmeso_ti-l-hxy-sea
1677,Omon.zmesoos,zmesoos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zmesoos_ti-u-hxy-sea
1678,Omon.zmicro,zmicro,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,zmicro_ti-l-hxy-sea
1679,Omon.zmicroos,zmicroos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zmicroos_ti-u-hxy-sea
1680,Omon.zmisc,zmisc,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,zmisc_ti-l-hxy-sea
1681,Omon.zmiscos,zmiscos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zmiscos_ti-u-hxy-sea
1682,Omon.zooc,zooc,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,zooc_ti-l-hxy-sea
1683,Omon.zoocos,zoocos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zoocos_ti-u-hxy-sea
1684,Omon.zos,zos,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zos_ti-u-hxy-sea
1685,Omon.zossq,zossq,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,zossq_ti-u-hxy-sea
1686,Omon.zostoga,zostoga,time,time-intv,Global mean or constant,area: mean where sea time: mean,,,time,zostoga_ti-u-hm-sea
1687,Oyr.difmxybo,difmxybo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,difmxybo_ti-l-hxy-sea
1688,Oyr.difmxylo,difmxylo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,difmxylo_ti-l-hxy-sea
1689,Oyr.diftrblo,diftrblo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,diftrblo_ti-l-hxy-sea
1690,Oyr.diftrelo,diftrelo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,diftrelo_ti-l-hxy-sea
1691,Oyr.difvho,difvho,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,difvho_ti-l-hxy-sea
1692,Oyr.difvso,difvso,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,difvso_ti-l-hxy-sea
1693,Oyr.dispkexyfo,dispkexyfo,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,dispkexyfo_ti-u-hxy-sea
1694,Oyr.ocontempdiff,ocontempdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontempdiff_ti-l-hxy-sea
1695,Oyr.ocontempmint,ocontempmint,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,ocontempmint_ti-u-hxy-sea
1696,Oyr.ocontemppadvect,ocontemppadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontemppadvect_ti-l-hxy-sea
1697,Oyr.ocontemppmdiff,ocontemppmdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontemppmdiff_ti-l-hxy-sea
1698,Oyr.ocontemppsmadvect,ocontemppsmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontemppsmadvect_ti-l-hxy-sea
1699,Oyr.ocontemprmadvect,ocontemprmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontemprmadvect_ti-l-hxy-sea
1700,Oyr.ocontemptend,ocontemptend,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,ocontemptend_ti-l-hxy-sea
1701,Oyr.opottempdiff,opottempdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottempdiff_ti-l-hxy-sea
1702,Oyr.opottempmint,opottempmint,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,opottempmint_ti-u-hxy-sea
1703,Oyr.opottemppadvect,opottemppadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottemppadvect_ti-l-hxy-sea
1704,Oyr.opottemppmdiff,opottemppmdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottemppmdiff_ti-l-hxy-sea
1705,Oyr.opottemppsmadvect,opottemppsmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottemppsmadvect_ti-l-hxy-sea
1706,Oyr.opottemprmadvect,opottemprmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottemprmadvect_ti-l-hxy-sea
1707,Oyr.opottemptend,opottemptend,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,opottemptend_ti-l-hxy-sea
1708,Oyr.osaltdiff,osaltdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osaltdiff_ti-l-hxy-sea
1709,Oyr.osaltpadvect,osaltpadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osaltpadvect_ti-l-hxy-sea
1710,Oyr.osaltpmdiff,osaltpmdiff,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osaltpmdiff_ti-l-hxy-sea
1711,Oyr.osaltpsmadvect,osaltpsmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osaltpsmadvect_ti-l-hxy-sea
1712,Oyr.osaltrmadvect,osaltrmadvect,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osaltrmadvect_ti-l-hxy-sea
1713,Oyr.osalttend,osalttend,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,osalttend_ti-l-hxy-sea
1714,Oyr.rsdoabsorb,rsdoabsorb,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,rsdoabsorb_ti-l-hxy-sea
1715,Oyr.somint,somint,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,somint_ti-u-hxy-sea
1716,Oyr.tnkebto,tnkebto,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,tnkebto_ti-u-hxy-sea
1717,Oyr.tnpeo,tnpeo,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,tnpeo_ti-u-hxy-sea
1718,Oyr.volcello,volcello,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: sum where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,volcello_ti-l-hxy-sea
1719,SIday.siage,siage,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siage_ti-u-hxy-si
1720,SIday.siarean,siarean,time,time-intv,Global mean or constant,area: time: mean,,,time,siarean_ti-u-hm-u
1721,SIday.siareas,siareas,time,time-intv,Global mean or constant,area: time: mean,,,time,siareas_ti-u-hm-u
1722,SIday.siconc,siconc,"longitude, latitude, time, typesi",time-intv,Global field (single level),area: time: mean,area: areacello,"longitude,latitude",time,siconc_ti-u-hxy-u
1723,SIday.siconca,siconca,"longitude, latitude, time, typesi",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,siconca_ti-u-hxy-u
1724,SIday.siextentn,siextentn,time,time-intv,Global mean or constant,area: time: mean,,,time,siextentn_ti-u-hm-u
1725,SIday.siextents,siextents,time,time-intv,Global mean or constant,area: time: mean,,,time,siextents_ti-u-hm-u
1726,SIday.sifb,sifb,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sifb_ti-u-hxy-si
1727,SIday.siflcondbot,siflcondbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflcondbot_ti-u-hxy-si
1728,SIday.siflcondtop,siflcondtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflcondtop_ti-u-hxy-si
1729,SIday.sifllattop,sifllattop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sifllattop_ti-u-hxy-si
1730,SIday.sifllwdtop,sifllwdtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sifllwdtop_ti-u-hxy-si
1731,SIday.sifllwutop,sifllwutop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sifllwutop_ti-u-hxy-si
1732,SIday.siflsensbot,siflsensbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflsensbot_ti-u-hxy-si
1733,SIday.siflsenstop,siflsenstop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflsenstop_ti-u-hxy-si
1734,SIday.siflswdbot,siflswdbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflswdbot_ti-u-hxy-si
1735,SIday.siflswdtop,siflswdtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflswdtop_ti-u-hxy-si
1736,SIday.siflswutop,siflswutop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflswutop_ti-u-hxy-si
1737,SIday.sihc,sihc,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sihc_ti-u-hxy-sea
1738,SIday.siitdconc,siitdconc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siitdconc_ti-u-hxy-si
1739,SIday.siitdsnconc,siitdsnconc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siitdsnconc_ti-u-hxy-si
1740,SIday.siitdsnthick,siitdsnthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siitdsnthick_ti-u-hxy-si
1741,SIday.siitdthick,siitdthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siitdthick_ti-u-hxy-si
1742,SIday.simpconc,simpconc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simpconc_ti-u-hxy-si
1743,SIday.simpeffconc,simpeffconc,"longitude, latitude, time, typemp",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simpeffconc_ti-u-hxy-si
1744,SIday.simprefrozen,simprefrozen,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simprefrozen_ti-u-hxy-si
1745,SIday.simpthick,simpthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simpthick_ti-u-hxy-si
1746,SIday.sirdgconc,sirdgconc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sirdgconc_ti-u-hxy-si
1747,SIday.sirdgthick,sirdgthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sirdgthick_ti-u-hxy-si
1748,SIday.sisali,sisali,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisali_ti-u-hxy-si
1749,SIday.sisaltmass,sisaltmass,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisaltmass_ti-u-hxy-si
1750,SIday.sisnhc,sisnhc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisnhc_ti-u-hxy-si
1751,SIday.sisnmassn,sisnmassn,time,time-intv,Global mean or constant,area: time: mean,,,time,sisnmassn_ti-u-hm-u
1752,SIday.sisnmasss,sisnmasss,time,time-intv,Global mean or constant,area: time: mean,,,time,sisnmasss_ti-u-hm-u
1753,SIday.sisnthick,sisnthick,"longitude, latitude, time",time-intv,Global field (single level),area: mean where snow over sea_ice area: time: mean where sea_ice,area: areacello,"longitude,latitude",time,sisnthick_ti-u-hxy-si
1754,SIday.sispeed,sispeed,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sispeed_ti-u-hxy-si
1755,SIday.sitempbot,sitempbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitempbot_ti-u-hxy-si
1756,SIday.sitempsnic,sitempsnic,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitempsnic_ti-u-hxy-si
1757,SIday.sitemptop,sitemptop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitemptop_ti-u-hxy-si
1758,SIday.sithick,sithick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sithick_ti-u-hxy-si
1759,SIday.sitimefrac,sitimefrac,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sitimefrac_ti-u-hxy-sea
1760,SIday.siu,siu,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siu_ti-u-hxy-si
1761,SIday.siv,siv,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siv_ti-u-hxy-si
1762,SIday.sivoln,sivoln,time,time-intv,Global mean or constant,area: time: mean,,,time,sivoln_ti-u-hm-u
1763,SIday.sivols,sivols,time,time-intv,Global mean or constant,area: time: mean,,,time,sivols_ti-u-hm-u
1764,SImon.siage,siage,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siage_ti-u-hxy-si
1765,SImon.sialgc,sialgc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sialgc_ti-u-hxy-si
1766,SImon.siareaacrossline,siareaacrossline,"siline, time",time-intv,Ocean transect for sea-ice fluxes,time: mean,,siline,time,siareaacrossline_ti-u-ht-u
1767,SImon.siarean,siarean,time,time-intv,Global mean or constant,area: time: mean,,,time,siarean_ti-u-hm-u
1768,SImon.siareas,siareas,time,time-intv,Global mean or constant,area: time: mean,,,time,siareas_ti-u-hm-u
1769,SImon.sichl,sichl,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sichl_ti-u-hxy-si
1770,SImon.sicompstren,sicompstren,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sicompstren_ti-u-hxy-si
1771,SImon.siconc,siconc,"longitude, latitude, time, typesi",time-intv,Global field (single level),area: time: mean,area: areacello,"longitude,latitude",time,siconc_ti-u-hxy-u
1772,SImon.siconca,siconca,"longitude, latitude, time, typesi",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,siconca_ti-u-hxy-u
1773,SImon.sidconcdyn,sidconcdyn,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidconcdyn_ti-u-hxy-sea
1774,SImon.sidconcth,sidconcth,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidconcth_ti-u-hxy-sea
1775,SImon.sidivvel,sidivvel,"longitude, latitude, time1",time-point,Global field (single level),area: mean where sea_ice (comment: mask=siconc) time: point,area: areacello,"longitude,latitude",time1,sidivvel_ti-u-hxy-si
1776,SImon.sidmassdyn,sidmassdyn,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassdyn_ti-u-hxy-sea
1777,SImon.sidmassevapsubl,sidmassevapsubl,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassevapsubl_ti-u-hxy-sea
1778,SImon.sidmassgrowthbot,sidmassgrowthbot,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassgrowthbot_ti-u-hxy-sea
1779,SImon.sidmassgrowthsi,sidmassgrowthsi,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassgrowthsi_ti-u-hxy-sea
1780,SImon.sidmassgrowthwat,sidmassgrowthwat,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassgrowthwat_ti-u-hxy-sea
1781,SImon.sidmassmeltbot,sidmassmeltbot,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassmeltbot_ti-u-hxy-sea
1782,SImon.sidmassmeltlat,sidmassmeltlat,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassmeltlat_ti-u-hxy-sea
1783,SImon.sidmassmelttop,sidmassmelttop,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassmelttop_ti-u-hxy-sea
